session,Driver,DriverNumber,Team,LapNumber,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,TrackStatus,session_order
SQ,HUL,27,Audi,4.0,125.376,33.195,41.764,50.417,176.0,169.0,275.0,226.0,MEDIUM,4.0,True,False,1,2
SQ,HUL,27,Audi,5.0,94.159,24.748,28.415,40.996,287.0,283.0,254.0,321.0,MEDIUM,5.0,True,False,1,2
SQ,HUL,27,Audi,6.0,122.495,33.289,40.882,48.324,172.0,205.0,276.0,246.0,MEDIUM,6.0,True,False,1,2
SQ,HUL,27,Audi,7.0,94.022,24.701,28.468,40.853,289.0,284.0,263.0,316.0,MEDIUM,7.0,True,False,1,2
SQ,HUL,27,Audi,8.0,118.633,29.57,35.785,53.278,206.0,247.0,,273.0,MEDIUM,8.0,True,False,12,2
SQ,HUL,27,Audi,10.0,108.241,27.597,31.736,48.908,272.0,261.0,277.0,255.0,MEDIUM,2.0,True,True,1,2
SQ,HUL,27,Audi,11.0,93.635,24.701,28.261,40.673,286.0,280.0,267.0,315.0,MEDIUM,3.0,True,True,1,2
SQ,HUL,27,Audi,12.0,127.984,33.351,40.735,53.898,171.0,214.0,277.0,286.0,MEDIUM,4.0,True,False,1,2
SQ,HUL,27,Audi,13.0,93.661,24.629,28.262,40.77,288.0,281.0,265.0,319.0,MEDIUM,5.0,True,False,1,2
SQ,HUL,27,Audi,14.0,117.05,30.848,32.359,53.843,197.0,248.0,,275.0,MEDIUM,6.0,True,False,1,2
SQ,LAW,30,Racing Bulls,2.0,94.722,24.917,28.72,41.085,287.0,287.0,262.0,320.0,MEDIUM,2.0,True,True,1,2
SQ,LAW,30,Racing Bulls,3.0,115.245,29.477,36.231,49.537,230.0,223.0,277.0,264.0,MEDIUM,3.0,True,False,1,2
SQ,LAW,30,Racing Bulls,4.0,94.4,24.813,28.58,41.007,291.0,286.0,264.0,319.0,MEDIUM,4.0,True,True,1,2
SQ,LAW,30,Racing Bulls,5.0,132.042,31.868,37.291,62.883,223.0,231.0,277.0,173.0,MEDIUM,5.0,True,False,1,2
SQ,LAW,30,Racing Bulls,6.0,94.11,24.84,28.492,40.778,292.0,286.0,263.0,319.0,MEDIUM,6.0,True,True,1,2
SQ,LAW,30,Racing Bulls,7.0,119.064,28.938,34.603,55.523,227.0,240.0,,267.0,MEDIUM,7.0,True,False,1,2
SQ,LAW,30,Racing Bulls,9.0,93.914,24.667,28.49,40.757,294.0,283.0,266.0,320.0,MEDIUM,2.0,True,True,1,2
SQ,LAW,30,Racing Bulls,10.0,114.616,28.876,35.359,50.381,191.0,216.0,240.0,234.0,MEDIUM,3.0,True,False,1,2
SQ,LAW,30,Racing Bulls,11.0,117.7,28.866,32.897,55.937,246.0,249.0,278.0,260.0,MEDIUM,4.0,True,False,1,2
SQ,LAW,30,Racing Bulls,12.0,93.714,24.645,28.293,40.776,290.0,281.0,269.0,316.0,MEDIUM,5.0,True,True,1,2
SQ,LAW,30,Racing Bulls,13.0,119.903,27.948,33.561,58.394,222.0,213.0,,223.0,MEDIUM,6.0,True,False,12,2
SQ,LEC,16,Ferrari,2.0,94.248,24.506,28.67,41.072,269.0,273.0,261.0,311.0,MEDIUM,2.0,True,True,1,2
SQ,LEC,16,Ferrari,3.0,126.713,35.198,33.441,58.074,235.0,232.0,276.0,132.0,MEDIUM,3.0,True,False,1,2
SQ,LEC,16,Ferrari,4.0,93.423,24.395,28.29,40.738,269.0,273.0,266.0,310.0,MEDIUM,4.0,True,True,1,2
SQ,LEC,16,Ferrari,5.0,127.438,32.139,40.235,55.064,206.0,165.0,277.0,221.0,MEDIUM,5.0,True,False,1,2
SQ,LEC,16,Ferrari,6.0,93.194,24.492,28.15,40.552,273.0,274.0,261.0,311.0,MEDIUM,6.0,True,True,1,2
SQ,LEC,16,Ferrari,7.0,113.107,28.614,34.276,50.217,248.0,270.0,,283.0,MEDIUM,7.0,True,False,1,2
SQ,LEC,16,Ferrari,9.0,92.602,24.184,28.106,40.312,272.0,270.0,255.0,312.0,MEDIUM,2.0,True,True,1,2
SQ,LEC,16,Ferrari,10.0,118.395,29.569,33.567,55.259,250.0,225.0,,269.0,MEDIUM,3.0,True,False,1,2
SQ,LEC,16,Ferrari,13.0,92.732,24.13,28.243,40.359,272.0,260.0,254.0,304.0,SOFT,2.0,True,True,1,2
SQ,LEC,16,Ferrari,14.0,121.526,33.287,37.211,51.028,173.0,186.0,278.0,280.0,SOFT,3.0,True,False,1,2
SQ,LEC,16,Ferrari,15.0,92.528,24.105,27.77,40.653,273.0,276.0,252.0,299.0,SOFT,4.0,True,True,1,2
SQ,LEC,16,Ferrari,16.0,130.657,31.811,32.575,66.271,200.0,198.0,,144.0,SOFT,5.0,True,False,1,2
SQ,LIN,41,Racing Bulls,2.0,95.374,25.11,29.054,41.21,286.0,284.0,263.0,319.0,MEDIUM,2.0,True,True,1,2
SQ,LIN,41,Racing Bulls,3.0,113.562,29.228,34.311,50.023,222.0,250.0,280.0,220.0,MEDIUM,3.0,True,False,1,2
SQ,LIN,41,Racing Bulls,4.0,95.021,25.092,28.814,41.115,288.0,282.0,263.0,321.0,MEDIUM,4.0,True,True,1,2
SQ,LIN,41,Racing Bulls,5.0,131.932,31.786,36.426,63.72,241.0,172.0,277.0,143.0,MEDIUM,5.0,True,False,1,2
SQ,LIN,41,Racing Bulls,6.0,94.495,24.969,28.654,40.872,286.0,279.0,262.0,319.0,MEDIUM,6.0,True,True,1,2
SQ,LIN,41,Racing Bulls,7.0,116.258,29.87,32.747,53.641,238.0,260.0,,258.0,MEDIUM,7.0,True,False,1,2
SQ,LIN,41,Racing Bulls,9.0,94.048,24.74,28.531,40.777,290.0,281.0,271.0,319.0,MEDIUM,2.0,True,True,1,2
SQ,LIN,41,Racing Bulls,10.0,120.827,31.533,35.92,53.374,207.0,243.0,239.0,223.0,MEDIUM,3.0,True,False,1,2
SQ,LIN,41,Racing Bulls,11.0,113.077,28.78,32.23,52.067,246.0,241.0,279.0,262.0,MEDIUM,4.0,True,False,1,2
SQ,LIN,41,Racing Bulls,12.0,94.374,24.816,28.508,41.05,291.0,278.0,274.0,311.0,MEDIUM,5.0,True,False,1,2
SQ,LIN,41,Racing Bulls,13.0,120.089,30.496,34.661,54.932,225.0,236.0,,238.0,MEDIUM,6.0,True,False,12,2
SQ,NOR,1,McLaren,2.0,113.772,26.331,31.92,55.521,273.0,234.0,275.0,95.0,MEDIUM,2.0,True,True,1,2
SQ,NOR,1,McLaren,3.0,93.783,24.587,28.412,40.784,289.0,275.0,259.0,313.0,MEDIUM,3.0,True,True,1,2
SQ,NOR,1,McLaren,4.0,121.769,32.938,33.596,55.235,234.0,244.0,,256.0,MEDIUM,4.0,True,False,1,2
SQ,NOR,1,McLaren,6.0,111.264,28.048,30.49,52.726,264.0,264.0,275.0,303.0,MEDIUM,2.0,True,True,1,2
SQ,NOR,1,McLaren,7.0,93.163,24.356,28.181,40.626,288.0,274.0,258.0,314.0,MEDIUM,3.0,True,True,1,2
SQ,NOR,1,McLaren,8.0,127.3,31.866,38.53,56.904,195.0,215.0,275.0,163.0,MEDIUM,4.0,True,False,1,2
SQ,NOR,1,McLaren,9.0,93.086,24.451,28.086,40.549,281.0,271.0,258.0,312.0,MEDIUM,5.0,True,True,1,2
SQ,NOR,1,McLaren,10.0,119.07,29.762,33.662,55.646,244.0,226.0,,216.0,MEDIUM,6.0,True,False,1,2
SQ,NOR,1,McLaren,12.0,92.141,23.961,27.616,40.564,278.0,272.0,259.0,306.0,SOFT,2.0,True,True,1,2
SQ,NOR,1,McLaren,13.0,123.523,30.635,34.457,58.431,210.0,207.0,,208.0,SOFT,3.0,True,False,1,2
SQ,OCO,31,Haas F1 Team,2.0,107.762,27.666,32.596,47.5,281.0,269.0,275.0,260.0,MEDIUM,2.0,True,True,1,2
SQ,OCO,31,Haas F1 Team,3.0,94.515,24.807,28.505,41.203,276.0,273.0,255.0,308.0,MEDIUM,3.0,True,True,1,2
SQ,OCO,31,Haas F1 Team,4.0,125.229,31.258,36.307,57.664,224.0,202.0,240.0,166.0,MEDIUM,4.0,True,False,1,2
SQ,OCO,31,Haas F1 Team,5.0,119.813,29.096,37.007,53.71,232.0,203.0,274.0,280.0,MEDIUM,5.0,True,False,1,2
SQ,OCO,31,Haas F1 Team,6.0,94.087,24.802,28.248,41.037,278.0,278.0,260.0,311.0,MEDIUM,6.0,True,True,1,2
SQ,OCO,31,Haas F1 Team,7.0,122.053,27.92,34.361,59.772,230.0,207.0,,209.0,MEDIUM,7.0,True,False,1,2
SQ,OCO,31,Haas F1 Team,9.0,93.639,24.553,28.184,40.902,276.0,273.0,256.0,312.0,MEDIUM,2.0,True,True,1,2
SQ,OCO,31,Haas F1 Team,10.0,122.648,30.264,36.393,55.991,208.0,187.0,194.0,176.0,MEDIUM,3.0,True,False,1,2
SQ,OCO,31,Haas F1 Team,11.0,116.818,32.652,36.161,48.005,192.0,255.0,277.0,263.0,MEDIUM,4.0,True,False,1,2
SQ,OCO,31,Haas F1 Team,12.0,93.827,24.598,28.141,41.088,275.0,275.0,258.0,305.0,MEDIUM,5.0,True,False,1,2
SQ,OCO,31,Haas F1 Team,13.0,125.44,29.152,35.695,60.593,219.0,191.0,,221.0,MEDIUM,6.0,True,False,12,2
SQ,PIA,81,McLaren,2.0,109.171,28.415,32.389,48.367,267.0,266.0,275.0,290.0,MEDIUM,2.0,True,True,1,2
SQ,PIA,81,McLaren,3.0,93.813,24.517,28.436,40.86,289.0,275.0,259.0,312.0,MEDIUM,3.0,True,True,1,2
SQ,PIA,81,McLaren,4.0,130.586,35.467,39.124,55.995,200.0,234.0,,236.0,MEDIUM,4.0,True,False,1,2
SQ,PIA,81,McLaren,6.0,113.82,28.163,32.976,52.681,277.0,258.0,276.0,193.0,MEDIUM,2.0,True,True,1,2
SQ,PIA,81,McLaren,7.0,93.146,24.363,28.129,40.654,288.0,275.0,258.0,312.0,MEDIUM,3.0,True,True,1,2
SQ,PIA,81,McLaren,8.0,126.217,33.583,37.124,55.51,208.0,187.0,277.0,252.0,MEDIUM,4.0,True,False,1,2
SQ,PIA,81,McLaren,9.0,93.038,24.368,28.101,40.569,289.0,273.0,257.0,313.0,MEDIUM,5.0,True,True,1,2
SQ,PIA,81,McLaren,10.0,122.804,30.49,34.393,57.921,213.0,212.0,,229.0,MEDIUM,6.0,True,False,1,2
SQ,PIA,81,McLaren,12.0,92.224,23.913,27.793,40.518,285.0,272.0,258.0,307.0,SOFT,2.0,True,True,1,2
SQ,PIA,81,McLaren,13.0,128.768,30.452,35.39,62.926,204.0,216.0,,211.0,SOFT,3.0,True,False,1,2
SQ,RUS,63,Mercedes,2.0,93.03,24.276,28.182,40.572,276.0,264.0,259.0,318.0,MEDIUM,2.0,True,True,1,2
SQ,RUS,63,Mercedes,3.0,125.536,30.753,37.442,57.341,251.0,158.0,,303.0,MEDIUM,3.0,True,False,1,2
SQ,RUS,63,Mercedes,5.0,92.241,24.062,27.79,40.389,275.0,265.0,255.0,320.0,MEDIUM,2.0,True,True,1,2
SQ,RUS,63,Mercedes,6.0,135.844,33.777,42.586,59.481,198.0,213.0,280.0,258.0,MEDIUM,3.0,True,False,1,2
SQ,RUS,63,Mercedes,7.0,92.293,24.226,27.831,40.236,274.0,259.0,256.0,316.0,MEDIUM,4.0,True,False,1,2
SQ,RUS,63,Mercedes,8.0,119.325,29.64,33.981,55.704,250.0,260.0,,232.0,MEDIUM,5.0,True,False,1,2
SQ,RUS,63,Mercedes,10.0,91.52,23.962,27.569,39.989,269.0,255.0,260.0,313.0,SOFT,2.0,True,True,1,2
SQ,RUS,63,Mercedes,11.0,123.622,33.731,41.687,48.204,204.0,179.0,282.0,291.0,SOFT,3.0,True,False,1,2
SQ,RUS,63,Mercedes,12.0,91.707,23.974,27.627,40.106,271.0,252.0,258.0,315.0,SOFT,4.0,True,False,1,2
SQ,RUS,63,Mercedes,13.0,131.382,31.386,36.132,63.864,209.0,200.0,,219.0,SOFT,5.0,True,False,1,2
SQ,SAI,55,Williams,2.0,110.164,25.774,30.537,53.853,281.0,240.0,277.0,257.0,MEDIUM,2.0,True,True,1,2
SQ,SAI,55,Williams,3.0,94.945,24.806,28.785,41.354,285.0,275.0,255.0,325.0,MEDIUM,3.0,True,True,1,2
SQ,SAI,55,Williams,4.0,133.658,36.923,40.093,56.642,206.0,210.0,276.0,271.0,MEDIUM,4.0,True,False,1,2
SQ,SAI,55,Williams,5.0,94.761,24.801,28.792,41.168,286.0,275.0,256.0,321.0,MEDIUM,5.0,True,True,1,2
SQ,SAI,55,Williams,6.0,121.443,33.256,33.641,54.546,221.0,239.0,,280.0,MEDIUM,6.0,True,False,1,2
SQ,STR,18,Aston Martin,2.0,98.378,25.675,30.157,42.546,277.0,267.0,257.0,310.0,MEDIUM,2.0,True,True,1,2
SQ,STR,18,Aston Martin,3.0,130.528,35.522,37.632,57.374,203.0,220.0,271.0,233.0,MEDIUM,3.0,True,True,1,2
SQ,STR,18,Aston Martin,4.0,96.154,25.151,29.165,41.838,279.0,267.0,250.0,307.0,MEDIUM,4.0,True,True,1,2
SQ,STR,18,Aston Martin,5.0,131.075,35.902,39.622,55.551,194.0,222.0,270.0,268.0,MEDIUM,5.0,True,False,1,2
SQ,STR,18,Aston Martin,6.0,96.151,25.256,29.04,41.855,277.0,267.0,249.0,305.0,MEDIUM,6.0,True,True,1,2
SQ,STR,18,Aston Martin,7.0,127.871,31.031,36.415,60.425,193.0,216.0,,197.0,MEDIUM,7.0,True,False,1,2
SQ,VER,3,Red Bull Racing,2.0,94.5,24.866,28.711,40.923,285.0,277.0,259.0,318.0,MEDIUM,2.0,True,True,1,2
SQ,VER,3,Red Bull Racing,3.0,125.748,36.509,37.36,51.879,224.0,243.0,279.0,265.0,MEDIUM,3.0,True,False,1,2
SQ,VER,3,Red Bull Racing,4.0,94.181,24.753,28.669,40.759,287.0,279.0,256.0,318.0,MEDIUM,4.0,True,True,1,2
SQ,VER,3,Red Bull Racing,5.0,124.607,35.932,38.599,50.076,188.0,252.0,278.0,200.0,MEDIUM,5.0,True,False,1,2
SQ,VER,3,Red Bull Racing,6.0,94.17,24.821,28.509,40.84,287.0,283.0,259.0,317.0,MEDIUM,6.0,True,True,1,2
SQ,VER,3,Red Bull Racing,7.0,120.432,28.09,40.1,52.242,240.0,235.0,,298.0,MEDIUM,7.0,True,False,1,2
SQ,VER,3,Red Bull Racing,9.0,93.564,24.6,28.432,40.532,287.0,280.0,261.0,313.0,MEDIUM,2.0,True,True,1,2
SQ,VER,3,Red Bull Racing,10.0,125.661,34.757,38.538,52.366,170.0,255.0,278.0,189.0,MEDIUM,3.0,True,False,1,2
SQ,VER,3,Red Bull Racing,11.0,97.553,24.667,28.43,44.456,286.0,282.0,142.0,312.0,MEDIUM,4.0,True,False,1,2
SQ,VER,3,Red Bull Racing,12.0,125.053,32.871,37.787,54.395,198.0,160.0,,248.0,MEDIUM,5.0,True,False,1,2
SQ,VER,3,Red Bull Racing,14.0,93.254,24.404,28.258,40.592,281.0,277.0,263.0,305.0,SOFT,2.0,True,True,1,2
SQ,VER,3,Red Bull Racing,15.0,121.137,33.968,38.191,48.978,181.0,242.0,280.0,288.0,SOFT,3.0,True,False,1,2
SQ,VER,3,Red Bull Racing,16.0,96.396,24.434,28.263,43.699,281.0,275.0,150.0,303.0,SOFT,4.0,True,False,1,2
SQ,VER,3,Red Bull Racing,17.0,122.327,33.48,32.777,56.07,191.0,211.0,,251.0,SOFT,5.0,True,False,1,2
Sprint,ALB,23,Williams,2.0,100.061,26.225,30.446,43.39,282.0,268.0,263.0,318.0,MEDIUM,2.0,True,True,1,3
Sprint,ALB,23,Williams,3.0,99.476,26.293,30.244,42.939,278.0,266.0,267.0,316.0,MEDIUM,3.0,True,True,1,3
Sprint,ALB,23,Williams,4.0,99.955,26.254,30.097,43.604,281.0,268.0,271.0,309.0,MEDIUM,4.0,True,False,1,3
Sprint,ALB,23,Williams,5.0,99.052,26.034,30.311,42.707,290.0,277.0,273.0,317.0,MEDIUM,5.0,True,True,1,3
Sprint,ALB,23,Williams,6.0,98.559,25.886,29.964,42.709,281.0,275.0,271.0,315.0,MEDIUM,6.0,True,True,1,3
Sprint,ALB,23,Williams,7.0,98.791,25.97,29.971,42.85,284.0,274.0,270.0,309.0,MEDIUM,7.0,True,False,1,3
Sprint,ALB,23,Williams,8.0,99.244,26.083,30.064,43.097,284.0,274.0,267.0,309.0,MEDIUM,8.0,True,False,1,3
Sprint,ALB,23,Williams,9.0,98.925,26.146,30.071,42.708,275.0,273.0,274.0,311.0,MEDIUM,9.0,True,False,1,3
Sprint,ALB,23,Williams,10.0,99.268,26.199,30.129,42.94,284.0,275.0,274.0,315.0,MEDIUM,10.0,True,False,1,3
Sprint,ALB,23,Williams,11.0,99.988,26.141,30.347,43.5,287.0,280.0,267.0,318.0,MEDIUM,11.0,True,False,1,3
Sprint,ALB,23,Williams,12.0,101.171,26.487,30.858,43.826,293.0,285.0,275.0,314.0,MEDIUM,12.0,True,False,1,3
Sprint,ALB,23,Williams,13.0,120.593,26.178,32.405,62.01,285.0,102.0,,242.0,MEDIUM,13.0,True,False,124,3
Sprint,ALB,23,Williams,15.0,130.561,29.809,35.23,65.522,267.0,262.0,133.0,179.0,SOFT,11.0,False,False,4,3
Sprint,ALB,23,Williams,16.0,133.202,34.997,40.208,57.997,204.0,232.0,267.0,279.0,SOFT,12.0,False,False,41,3
Sprint,ALB,23,Williams,17.0,99.659,26.189,30.188,43.282,284.0,271.0,276.0,306.0,SOFT,13.0,False,False,1,3
Sprint,ALB,23,Williams,18.0,98.53,25.475,29.952,43.103,287.0,264.0,276.0,297.0,SOFT,14.0,False,True,1,3
Sprint,ALB,23,Williams,19.0,98.158,25.592,29.597,42.969,282.0,270.0,276.0,301.0,SOFT,15.0,False,True,1,3
Sprint,ALO,14,Aston Martin,2.0,101.187,26.53,31.172,43.485,270.0,260.0,269.0,316.0,HARD,2.0,True,True,1,3
Sprint,ALO,14,Aston Martin,3.0,100.195,26.282,30.828,43.085,264.0,262.0,273.0,314.0,HARD,3.0,True,True,1,3
Sprint,ALO,14,Aston Martin,4.0,99.861,25.903,30.778,43.18,267.0,260.0,271.0,310.0,HARD,4.0,True,True,1,3
Sprint,ALO,14,Aston Martin,5.0,99.71,25.746,30.72,43.244,276.0,261.0,273.0,312.0,HARD,5.0,True,True,1,3
Sprint,ALO,14,Aston Martin,6.0,99.255,25.799,30.688,42.768,269.0,260.0,269.0,315.0,HARD,6.0,True,True,1,3
Sprint,ALO,14,Aston Martin,7.0,99.59,25.861,30.603,43.126,289.0,260.0,273.0,318.0,HARD,7.0,True,False,1,3
Sprint,ALO,14,Aston Martin,8.0,99.283,25.717,30.327,43.239,266.0,259.0,270.0,297.0,HARD,8.0,True,False,1,3
Sprint,ALO,14,Aston Martin,9.0,99.335,25.911,30.401,43.023,267.0,258.0,267.0,301.0,HARD,9.0,True,False,1,3
Sprint,ALO,14,Aston Martin,10.0,99.474,26.054,30.468,42.952,265.0,257.0,266.0,300.0,HARD,10.0,True,False,1,3
Sprint,ALO,14,Aston Martin,11.0,99.887,26.135,30.471,43.281,266.0,258.0,266.0,298.0,HARD,11.0,True,False,1,3
Sprint,ALO,14,Aston Martin,12.0,99.739,26.117,30.331,43.291,267.0,260.0,267.0,301.0,HARD,12.0,True,False,1,3
Sprint,ALO,14,Aston Martin,13.0,118.719,26.484,35.185,57.05,266.0,203.0,182.0,261.0,HARD,13.0,True,False,124,3
Sprint,ALO,14,Aston Martin,14.0,134.307,36.662,40.991,56.654,223.0,218.0,229.0,226.0,HARD,14.0,True,False,4,3
Sprint,ALO,14,Aston Martin,15.0,143.265,35.424,41.672,66.169,225.0,258.0,172.0,225.0,HARD,15.0,True,False,4,3
Sprint,ALO,14,Aston Martin,16.0,135.334,36.297,39.132,59.905,235.0,148.0,267.0,242.0,HARD,16.0,True,False,41,3
Sprint,ALO,14,Aston Martin,17.0,100.719,26.244,30.851,43.624,284.0,260.0,272.0,320.0,HARD,17.0,True,False,1,3
Sprint,ALO,14,Aston Martin,18.0,100.369,25.663,30.993,43.713,269.0,262.0,275.0,320.0,HARD,18.0,True,False,1,3
Sprint,ALO,14,Aston Martin,19.0,98.487,25.589,30.453,42.445,265.0,260.0,266.0,314.0,HARD,19.0,True,True,1,3
Sprint,ANT,12,Mercedes,2.0,97.657,25.556,30.057,42.044,292.0,270.0,270.0,319.0,MEDIUM,5.0,False,True,1,3
Sprint,ANT,12,Mercedes,3.0,97.236,25.702,29.655,41.879,284.0,271.0,275.0,334.0,MEDIUM,6.0,False,True,1,3
Sprint,ANT,12,Mercedes,4.0,98.119,25.895,29.735,42.489,287.0,284.0,254.0,338.0,MEDIUM,7.0,False,False,1,3
Sprint,ANT,12,Mercedes,5.0,98.237,26.344,29.863,42.03,288.0,268.0,276.0,338.0,MEDIUM,8.0,False,False,1,3
Sprint,ANT,12,Mercedes,6.0,97.251,25.806,29.58,41.865,286.0,269.0,275.0,328.0,MEDIUM,9.0,False,False,1,3
Sprint,ANT,12,Mercedes,7.0,96.485,25.268,29.319,41.898,280.0,267.0,275.0,327.0,MEDIUM,10.0,False,True,1,3
Sprint,ANT,12,Mercedes,8.0,96.825,25.23,29.434,42.161,279.0,267.0,276.0,311.0,MEDIUM,11.0,False,False,1,3
Sprint,ANT,12,Mercedes,9.0,97.077,25.269,29.513,42.295,283.0,270.0,277.0,330.0,MEDIUM,12.0,False,False,1,3
Sprint,ANT,12,Mercedes,10.0,97.528,25.891,29.814,41.823,290.0,272.0,277.0,331.0,MEDIUM,13.0,False,False,1,3
Sprint,ANT,12,Mercedes,11.0,97.374,25.595,29.765,42.014,288.0,271.0,276.0,323.0,MEDIUM,14.0,False,False,1,3
Sprint,ANT,12,Mercedes,12.0,97.066,25.224,29.383,42.459,281.0,270.0,277.0,316.0,MEDIUM,15.0,False,False,1,3
Sprint,ANT,12,Mercedes,13.0,109.188,25.632,29.773,53.783,287.0,276.0,,316.0,MEDIUM,16.0,False,False,124,3
Sprint,ANT,12,Mercedes,15.0,147.874,38.271,43.836,65.767,178.0,161.0,197.0,125.0,SOFT,7.0,False,False,4,3
Sprint,ANT,12,Mercedes,16.0,139.691,37.138,40.381,62.172,233.0,224.0,264.0,183.0,SOFT,8.0,False,False,41,3
Sprint,ANT,12,Mercedes,17.0,97.147,25.338,29.298,42.511,290.0,285.0,277.0,313.0,SOFT,9.0,False,False,1,3
Sprint,ANT,12,Mercedes,18.0,94.76,25.089,28.746,40.925,295.0,275.0,276.0,322.0,SOFT,10.0,False,True,1,3
Sprint,ANT,12,Mercedes,19.0,95.172,25.024,28.777,41.371,280.0,268.0,272.0,330.0,SOFT,11.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,2.0,99.413,25.863,31.073,42.477,279.0,269.0,275.0,329.0,MEDIUM,8.0,False,True,1,3
Sprint,BEA,87,Haas F1 Team,3.0,98.299,25.962,29.841,42.496,272.0,264.0,274.0,305.0,MEDIUM,9.0,False,True,1,3
Sprint,BEA,87,Haas F1 Team,4.0,98.837,25.874,30.092,42.871,270.0,259.0,272.0,299.0,MEDIUM,10.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,5.0,99.562,26.054,30.283,43.225,277.0,265.0,275.0,305.0,MEDIUM,11.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,6.0,99.841,26.19,30.251,43.4,274.0,262.0,274.0,301.0,MEDIUM,12.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,7.0,99.174,26.059,29.964,43.151,270.0,262.0,272.0,294.0,MEDIUM,13.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,8.0,99.098,26.076,29.774,43.248,271.0,261.0,273.0,299.0,MEDIUM,14.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,9.0,99.647,26.058,30.277,43.312,271.0,260.0,275.0,298.0,MEDIUM,15.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,10.0,100.139,26.215,30.02,43.904,270.0,258.0,275.0,296.0,MEDIUM,16.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,11.0,99.805,26.419,30.322,43.064,273.0,263.0,276.0,309.0,MEDIUM,17.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,12.0,99.737,26.215,30.254,43.268,278.0,264.0,275.0,299.0,MEDIUM,18.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,13.0,113.209,26.214,30.135,56.86,274.0,265.0,186.0,180.0,MEDIUM,19.0,False,False,124,3
Sprint,BEA,87,Haas F1 Team,14.0,137.852,35.792,41.865,60.195,150.0,220.0,150.0,227.0,MEDIUM,20.0,False,False,4,3
Sprint,BEA,87,Haas F1 Team,15.0,147.072,38.524,43.918,64.63,195.0,122.0,226.0,102.0,MEDIUM,21.0,False,False,4,3
Sprint,BEA,87,Haas F1 Team,16.0,139.717,37.257,41.298,61.162,189.0,202.0,280.0,158.0,MEDIUM,22.0,False,False,41,3
Sprint,BEA,87,Haas F1 Team,17.0,99.389,25.733,30.414,43.242,289.0,268.0,279.0,310.0,MEDIUM,23.0,False,False,1,3
Sprint,BEA,87,Haas F1 Team,18.0,97.374,25.378,29.567,42.429,282.0,269.0,278.0,324.0,MEDIUM,24.0,False,True,1,3
Sprint,BEA,87,Haas F1 Team,19.0,97.603,25.574,29.679,42.35,281.0,268.0,269.0,327.0,MEDIUM,25.0,False,False,1,3
Sprint,BOR,5,Audi,2.0,99.004,26.399,30.046,42.559,275.0,280.0,257.0,327.0,MEDIUM,8.0,False,True,1,3
Sprint,BOR,5,Audi,3.0,99.246,26.401,30.024,42.821,265.0,270.0,274.0,310.0,MEDIUM,9.0,False,False,1,3
Sprint,BOR,5,Audi,4.0,98.516,25.898,29.854,42.764,277.0,274.0,275.0,311.0,MEDIUM,10.0,False,True,1,3
Sprint,BOR,5,Audi,5.0,98.756,25.875,29.917,42.964,282.0,276.0,277.0,320.0,MEDIUM,11.0,False,False,1,3
Sprint,BOR,5,Audi,6.0,98.748,26.135,29.938,42.675,287.0,275.0,275.0,333.0,MEDIUM,12.0,False,False,1,3
Sprint,BOR,5,Audi,7.0,99.464,26.063,30.502,42.899,279.0,271.0,279.0,321.0,MEDIUM,13.0,False,False,1,3
Sprint,BOR,5,Audi,8.0,99.358,26.161,30.261,42.936,273.0,277.0,277.0,325.0,MEDIUM,14.0,False,False,1,3
Sprint,BOR,5,Audi,9.0,99.41,26.203,30.221,42.986,287.0,274.0,278.0,334.0,MEDIUM,15.0,False,False,1,3
Sprint,BOR,5,Audi,10.0,99.819,26.097,30.661,43.061,284.0,273.0,277.0,320.0,MEDIUM,16.0,False,False,1,3
Sprint,BOR,5,Audi,11.0,100.21,26.137,30.934,43.139,287.0,275.0,262.0,343.0,MEDIUM,17.0,False,False,1,3
Sprint,BOR,5,Audi,12.0,101.875,27.428,30.407,44.04,281.0,275.0,275.0,321.0,MEDIUM,18.0,False,False,1,3
Sprint,BOR,5,Audi,13.0,117.491,26.258,31.523,59.71,283.0,197.0,176.0,234.0,MEDIUM,19.0,False,False,124,3
Sprint,BOR,5,Audi,14.0,136.074,36.29,41.77,58.014,252.0,206.0,175.0,255.0,MEDIUM,20.0,False,False,4,3
Sprint,BOR,5,Audi,15.0,146.855,37.069,44.29,65.496,189.0,249.0,180.0,227.0,MEDIUM,21.0,False,False,4,3
Sprint,BOR,5,Audi,16.0,136.275,37.402,39.429,59.444,205.0,210.0,276.0,235.0,MEDIUM,22.0,False,False,41,3
Sprint,BOR,5,Audi,17.0,98.848,25.738,30.056,43.054,294.0,276.0,278.0,328.0,MEDIUM,23.0,False,False,1,3
